appid,name,release_date,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
991620,RepairBot                                 ,2019-01-05,0,0,11,1,0,0
991750,Super Grower                              ,2018-12-28,0,11,7,2,0,0
991780,探�?�笔记-1v5(Notes of Soul)           ,2019-01-17,0,0,4356,601,6332,6332
991790,Magnesia                                  ,2019-01-07,0,0,48,16,0,0
991860,IMAZE.EXE 2                               ,2018-12-14,0,60,3,3,0,0
991960,Greed: The Mad Scientist                  ,2018-12-17,0,0,7,0,0,0
992000,Telekinetic                               ,2018-12-17,0,0,4,6,0,0
992040,Moot District                             ,2019-02-08,0,3,5,2,0,0
992050,Oik 5                                     ,2019-01-24,0,72,33,1,0,0
992070,Idle Wizard                               ,2019-01-24,0,55,108,26,0,0
992120,Inch by Inch                              ,2018-12-31,0,12,10,0,0,0
992210,Waves of the Atlantide                    ,2019-03-26,0,4,24,0,0,0
992300,嗜血�?� Bloody Spell                    ,2019-01-15,0,29,1042,257,36,36
992310,Backbone: Prologue                        ,2019-04-24,0,0,208,3,0,0
992330,Incubo                                    ,2019-01-31,0,30,78,22,0,0
992420,Cotropitorii                              ,2018-12-27,0,0,2,0,0,0
992490,iVRy Driver for SteamVR                   ,2019-01-24,0,0,18,1,0,0
992520,Meadow Fun!!                              ,2019-01-07,0,0,4,0,0,0
992560,快�?�?熊HappyBlueBear                 ,2019-02-03,0,0,2,0,0,0
992620,妖怪俱�?部 Demon Club                ,2019-03-19,0,0,13,10,0,0
992700,Lighter                                   ,2019-02-04,0,0,31,3,0,0
992720,�?�方苦粗芸物語 Touhou KSG Story    ,2018-12-28,0,8,3,2,0,0
992730,Project Downfall                          ,2019-03-15,0,0,6,5,0,0
992740,祈風 Inorikaze                          ,2019-02-13,0,20,114,0,75,75
992750,社稷终于幻想 ~ A Finality with Sheji,2019-02-07,0,0,23,1,0,0
992790,Switch & Ditch                            ,2019-01-09,0,0,6,1,0,0
992860,Intrepid                                  ,2018-12-22,0,0,29,21,0,0
992870,The Secret of Gillwood                    ,2019-03-28,0,6,6,2,0,0
992880,Space Cruise                              ,2019-01-17,0,0,1,0,0,0
992890,Tank raid                                 ,2018-12-18,0,6,2,1,0,0
992950,Circle Rally Party                        ,2019-04-09,0,23,6,0,0,0
992960,A Lullaby of Colors VR                    ,2019-02-21,0,0,3,2,0,0
993170,THE DEVIL HAUNTS ME                       ,2019-01-06,0,14,28,2,0,0
993290,JOBU-KI                                   ,2018-12-19,0,0,0,1,0,0
993330,ISLAND 404                                ,2019-01-30,0,11,3,3,0,0
993340,Virtual Surfing                           ,2018-12-21,0,17,36,4,0,0
993360,Trash defense                             ,2018-12-27,0,0,1,1,0,0
993370,Killing Trials                            ,2019-02-07,0,0,5,1,0,0
993400,Finding summer                            ,2018-12-28,0,1,6,7,0,0
993430,Owl Simulator                             ,2018-12-19,0,0,20,1,0,0
993460,SAMURAI IN AFRICA                         ,2018-12-18,0,0,1,0,0,0
993500,Ritual of the Moon                        ,2019-04-18,0,10,2,0,0,0
993580,Enchanted Path                            ,2018-12-28,0,30,8,3,0,0
993630,Data mining 4                             ,2018-12-24,0,100,2,0,0,0
993640,Boy Teen Dream                            ,2019-01-24,0,11,31,16,0,0
993650,Bullynoid                                 ,2019-03-14,0,0,1,1,0,0
993680,东方驾考模拟器|Chinese Driving Lice,2018-12-28,0,0,25,10,0,0
993690,Transport Services                        ,2019-01-24,0,0,17,6,0,0
993750,Girls & sweets                            ,2018-12-24,0,6,1,6,0,0
993780,Jewel Match Solitaire Winterscapes        ,2018-12-21,0,24,13,2,0,0
993810,Lost City of Vampires                     ,2019-02-22,0,5,11,1,0,0
993850,Tsukumono / �?��??も�?� / 付者         ,2019-01-03,0,22,13,1,0,0
993890,Scribble+                                 ,2018-12-27,0,17,4,1,0,0
993970,Thick Light 3                             ,2018-12-08,0,6,23,4,0,0
993990,Hunger Apartment （蚀狱）             ,2019-03-20,0,7,75,28,0,0
994020,Tempest of the Heavens and Earth          ,2018-12-25,0,0,97,12,0,0
994170,Statue Defender                           ,2019-02-22,0,52,1,1,0,0
994190,Sound Slide                               ,2019-01-24,0,33,215,73,0,0
994220,NEOVERSE                                  ,2019-01-09,0,30,258,60,162,162
994260,Accel                                     ,2019-02-12,0,22,42,9,0,0
994280,�?�剑奇谭三(Gujian3)                  ,2018-12-14,0,105,4945,1035,614,823
994320,Night City 2177                           ,2019-02-23,0,0,20,39,0,0
994380,Hill Racing                               ,2018-12-21,0,0,0,3,0,0
994400,Jump & Shoot                              ,2018-12-21,0,0,1,0,0,0
994520,Oh Trap!                                  ,2018-12-27,0,0,31,9,0,0
994570,Outrunner 3                               ,2019-02-04,0,5,33,3,0,0
994590,Pixel Fish                                ,2019-01-07,0,0,2,0,0,0
994610,RelayCars                                 ,2019-03-06,0,0,3,0,0,0
994650,Space Struck Run                          ,2018-12-19,0,12,1,0,0,0
994770,Hentai Hexa Puzzle                        ,2018-12-21,0,100,16,10,0,0
994790,WildKids                                  ,2019-03-10,0,15,2,1,0,0
994860,Gunpowder on The Teeth: Arcade            ,2019-02-22,0,23,14,2,0,0
994870,Mysteries of Neverville: The Runestone of ,2018-12-21,0,0,5,3,0,0
994900,Christmas Wonderland 2                    ,2019-01-06,0,0,1,0,0,0
994930,Soccer Manager 2019                       ,2018-12-19,0,0,131,61,0,0
995000,Escape Legacy VR                          ,2018-12-20,0,48,9,2,0,0
995050,Havocado                                  ,2019-04-25,0,0,9,3,0,0
995160,Impulsow                                  ,2018-12-22,0,16,1,0,0,0
995170,Aim Trainer 3D                            ,2018-12-31,0,0,1,0,0,0
995280,Stary                                     ,2018-12-24,0,10,5,7,0,0
995330,干支セトラ　陰ノ�?�｜干支etc.�,2019-01-24,0,25,13,4,0,0
995340,The Magnet Trials                         ,2019-02-22,0,5,2,2,0,0
995450,Geeksos                                   ,2019-04-16,0,44,27,4,0,0
995460,Miracle snack shop 기�?�?� 분�?집    ,2018-12-25,0,0,1079,29,816,816
995480,Super president How to rule the country   ,2019-02-27,0,6,3,3,0,0
995490,Kadath                                    ,2019-02-05,0,0,7,0,0,0
995660,XLaunchpad                                ,2019-01-10,0,0,11,5,0,0
995700,Jewel Puzzle Click                        ,2019-01-01,0,10,1,1,0,0
995720,Coffee VendoR                             ,2019-01-29,0,13,8,3,0,0
995740,I`m Turkey                                ,2019-01-04,0,0,13,2,0,0
995790,Dark Sauce                                ,2019-03-02,0,26,12,3,0,0
995850,M.E.M.E.S.                                ,2019-02-08,0,0,2,1,0,0
995870,Toddler Shooter                           ,2019-01-03,0,9,13,2,0,0
995910,Redemption Cemetery: Children's Plight Col,2019-02-01,0,0,1,2,0,0
996050,Chieftain                                 ,2018-12-21,0,0,9,4,0,0
996160,Quest for the Golden Duck                 ,2019-01-23,0,0,5,0,0,0
996280,Buttle Tank                               ,2018-12-22,0,0,6,2,0,0
996380,Smartphone Tycoon                         ,2019-03-01,0,0,135,137,0,0
996450,7th Sea: A Pirate's Pact                  ,2018-12-14,0,27,7,1,0,0
996550,"�?猫少女凯蒂/Kaidi, armed with a cat",2019-01-13,0,23,18,0,0,0
996710,天�?�(TianHuo)                           ,2019-03-15,0,0,3,3,0,0
996730,Unknown                                   ,2019-01-05,0,22,4,2,0,0
996830,Rules of The Mafia: Trade & Blood         ,2019-04-19,0,22,1,23,0,0
996860,Planet Nine                               ,2019-02-18,0,17,6,2,0,0
996920,CONTINUE                                  ,2019-02-22,0,9,5,0,0,0
996980,Dis Pontibus                              ,2019-01-07,0,0,16,3,0,0
997000,OSIRIS                                    ,2019-04-23,18,0,6,1,0,0
997030,Earth Atlantis                            ,2019-01-29,0,15,10,6,0,0
997180,be you                                    ,2019-02-04,0,0,111,17,0,0
997260,Hyper Scuffle                             ,2019-01-07,0,0,8,0,0,0
997270,傲皇忆剑诀                           ,2018-12-30,0,7,1,3,0,0
997280,Final_SIM                                 ,2019-03-21,0,1,4,0,0,0
997340,Star Destroyer                            ,2018-12-26,0,0,0,3,0,0
997370,SimpleMovie                               ,2019-01-01,0,0,5,1,0,0
997430,The Mirum                                 ,2019-02-01,0,0,2,2,0,0
997480,The Far Kingdoms: Age of Solitaire        ,2018-12-29,0,0,5,1,0,0
997530,Caladria Chronicles                       ,2019-02-13,0,0,1,0,0,0
997560,Flash Point                               ,2019-03-22,0,6,13,3,0,0
997600,Where is Santa?                           ,2019-01-05,0,0,0,3,0,0
997670,Ninja Power Slasher                       ,2019-01-28,0,0,1,1,0,0
997700,瓶中精�?� - Fairy in a Jar             ,2019-03-06,0,9,71,2,0,0
997720,Let's Learn Japanese! Hiragana            ,2019-01-03,0,0,3,0,0,0
997730,Deez                                      ,2019-01-02,0,0,4,2,0,0
997790,Scream of the Viking                      ,2019-01-06,0,0,5,1,0,0
997870,City Defense                              ,2018-12-31,0,0,2,1,0,0
997950,Starship Helmet                           ,2019-03-28,0,0,6,0,0,0
998150,�?�野大蛮神                           ,2019-04-08,0,0,7,4,0,0
998220,The Dungeon of Lulu Farea                 ,2019-01-07,0,0,65,5,0,0
998330,My Desktop Alive                          ,2018-12-26,0,0,10,5,0,0
998470,Adult Math                                ,2018-12-26,0,0,8,6,0,0
998480,Gangsta Sniper 2: Revenge                 ,2019-02-03,0,0,11,4,0,0
998490,旅行�?��?� ~ Koishi Navigation          ,2019-02-07,0,0,199,18,0,0
998570,De'Vine: Card Battles                     ,2019-03-15,0,30,12,5,0,0
998630,Fated Era                                 ,2019-02-11,0,20,5,1,0,0
998640,Scream of the Viking 2                    ,2019-01-07,0,0,6,1,0,0
998660,Sopwith VR                                ,2018-12-26,0,0,94,16,0,0
998690,Run Away                                  ,2019-02-05,0,0,1,0,0,0
998730,Hail To The King                          ,2019-01-04,0,0,6,2,0,0
998790,Piczle Lines DX+α                        ,2019-03-21,0,16,7,2,0,0
998820,Cortex                                    ,2018-12-28,0,0,5,0,0,0
998850,Knights of the Card Table                 ,2018-12-28,0,11,12,1,0,0
998890,The Colony                                ,2018-12-27,0,20,2,2,0,0
998930,Seek Girl                                 ,2019-03-14,0,48,613,52,7,7
998990,Psyvariar Delta                           ,2019-01-30,0,35,15,1,0,0
999030,Gamepad Massage                           ,2019-01-03,0,5,1,0,0,0
999040,K.O.M.A                                   ,2019-03-14,0,8,4,1,0,0
999170,Sly Pigs                                  ,2019-02-27,0,5,1,0,0,0
999200,Offendron Warrior                         ,2018-12-28,0,25,24,2,0,0
999250,Chucky                                    ,2019-01-19,0,53,4,0,0,0
999310,THE NED BALLS                             ,2019-01-24,0,0,3,2,0,0
999350,Epics of Distant Realm: Remastered Edition,2019-01-04,0,0,1,1,0,0
999360,soul room                                 ,2019-01-07,0,0,6,2,0,0
999410,Magnibox                                  ,2019-03-26,0,9,18,0,0,0
999540,Scroll2Read                               ,2019-01-07,0,0,2,1,0,0
999560,Fragile Equilibrium                       ,2019-01-04,0,0,8,1,0,0
999640,Cube Defense                              ,2019-03-22,0,0,32,11,0,0
999750,BLASTER LiLO                              ,2018-12-28,0,14,1,0,0,0
999760,Mobile Wars X                             ,2018-12-28,0,0,16,6,0,0
999830,Becalm                                    ,2019-01-17,0,0,140,29,0,0
999930,Fantasy Sino-Japanese War 幻想甲�?�    ,2019-01-11,0,0,2,0,0,0
1000080,神明在上(Zengeon)                     ,2019-01-18,0,19,351,59,16,16
1000100,干支セトラ　陽ノ�?�｜干支etc.�,2019-01-24,0,25,10,4,0,0
1000110,Jumping Master(跳跳大咖)              ,2019-04-08,0,0,20,7,0,0
1000130,Cube Defender                             ,2019-01-06,0,21,2,0,0,0
1000370,SurReal Subway                            ,2019-01-03,0,0,0,1,0,0
1000380,Rogue Reaper                              ,2019-02-01,0,10,216,70,0,0
1000480,Battle Motion                             ,2019-02-04,0,0,8,2,0,0
1000540,Tactical Control                          ,2019-03-21,0,25,23,4,0,0
1000600,The ScreaMaze                             ,2019-01-10,0,0,1,0,0,0
1000790,Flex Apocalypse Racing                    ,2019-01-01,0,1,2,2,0,0
1000810,RogueCraft Squadron                       ,2019-02-18,0,0,4,1,0,0
1000830,Gachi Finder 3000                         ,2019-01-08,0,27,54,1,0,0
1000860,Allspace                                  ,2019-01-22,0,0,24,8,0,0
1000870,On Target VR Darts                        ,2019-03-08,0,0,0,1,0,0
1000880,REPTOMOM                                  ,2019-02-28,0,9,0,1,0,0
1000980,Kill Tiger                                ,2019-03-01,0,0,1,0,0,0
1000990,Gun Beat                                  ,2019-01-14,0,0,8,2,0,0
1001070,Koi                                       ,2019-02-22,0,19,38,4,0,0
1001140,Angry Birds VR: Isle of Pigs              ,2019-02-07,0,0,74,10,0,0
1001200,ROWROW                                    ,2019-01-31,0,8,10,0,0,0
1001240,VR Flight Simulator New York - Cessna     ,2019-01-05,0,0,7,11,0,0
1001390,VireFit                                   ,2019-03-25,0,0,0,3,0,0
1001430,Next Stop 3                               ,2019-03-09,0,0,4,0,0,0
1001450,The Town                                  ,2019-01-22,0,2,1,0,0,0
1001490,Tower Behind the Moon                     ,2018-12-20,0,35,6,4,0,0
1001500,Chronicon Apocalyptica                    ,2019-01-11,0,43,4,1,0,0
1001550,In Orbit                                  ,2019-01-18,0,0,3,2,0,0
1001570,GUIDE                                     ,2019-04-16,0,0,1,0,0,0
1001640,Where the Bees Make Honey                 ,2019-03-26,0,15,7,11,0,0
1001660,The Demon Crystal                         ,2019-03-28,0,0,3,0,0,0
1001760,Xtreme League                             ,2019-03-07,0,9,0,2,0,0
1001860,Casual Desktop Game                       ,2019-01-11,0,0,49,5,0,0
1001880,aMAZE Valentine                           ,2018-12-28,0,100,13,2,0,0
1001910,Fused                                     ,2019-03-08,0,0,6,0,0,0
1001980,Archeo: Shinar                            ,2019-01-17,0,15,28,5,0,0
1002020,INTERPOINT                                ,2019-04-15,0,12,20,7,0,0
1002100,Negligee: Love Stories                    ,2019-02-08,0,10,7,11,0,0
1002180,Aussie Battler Tanks                      ,2019-04-06,0,0,1,1,0,0
1002200,Vasilis                                   ,2019-04-15,0,19,4,1,0,0
1002210,孤岛(Isolated Island)                   ,2019-01-14,0,17,16,1,0,0
1002230,War of Three Kingdoms                     ,2019-04-08,0,0,1,6,0,0
1002270,PiiSim                                    ,2019-03-28,0,21,1,0,0,0
1002280,The Far Kingdoms: Elements                ,2019-01-04,0,0,8,2,0,0
1002290,�?1�?�?�春                             ,2019-02-17,0,0,103,4,0,0
1002310,The Childs Sight                          ,2019-03-28,0,0,3,0,0,0
1002360,�?グダス - デ�?ッガー検定 -    ,2019-01-21,0,12,41,1,0,0
1002420,Agartha                                   ,2019-03-20,0,24,3,1,0,0
1002490,Roulette Simulator 2                      ,2018-12-31,0,8,2,2,0,0
1002510,The Spell - A Kinetic Novel               ,2019-01-15,0,0,10,0,0,0
